Age,Years_joining_as_customer,Recency,Income,KidHome,TeenHome,Complaints,Cmp1,Cmp2,Cmp3,Cmp4,Cmp5,Cmp6,WineSales,FruitSales,MeatSales,FishSales,SweetSales,GoldSales,CatalogPurchases,DealPurchases,StorePurchases,WebPurchases,WebVisitsMonth,Education_Graduation,Education_PhD,Education_Master,Education_Others,Marital_Status_Single,Marital_Status_Together,Marital_Status_Married,Marital_Status_Divorced,Marital_Status_Widow,Marital_Status_Others
-1.6058137005429136,-1.40455908433395,0.7928340870618871,-1.0667652834672952,1.0455521310192715,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.9022579679998036,-0.4562815665773145,-0.709243170912444,-0.5773736522235526,-0.6313714488209188,-0.677583783673272,-0.9077099558500576,-0.1656515439447743,-0.868736538701421,-1.1277160422049288,1.11394845958546,1,0,0,0,0,0,0,1,0,0
-0.5223983237768421,0.04528441022429857,1.4877781973046342,-0.7169425128540863,1.0455521310192715,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.6134918454757333,-0.6098211064547797,-0.1780909989714575,-0.2672245974648009,-0.4857506434577033,-0.6584587113463907,-0.5682962963104898,0.8663020934528153,-0.25623023542204365,0.33132962220462797,1.11394845958546,1,0,0,0,0,0,0,1,0,0
-1.1891154787098093,0.04528441022429857,-0.8750317775207064,-0.6267400839053131,-0.8141594462854983,-0.9285249556600381,-0.09911709515630175,0,0,1,0,0,1,-0.648850962519497,0.33700605612292245,-0.5056348383350658,0.4807819463651299,0.023922175313550963,2.0764266313976405,0.7893583418477814,-0.6816283626435691,-0.868736538701421,-0.3981932100001504,0.28815937567185085,0,1,0,0,0,1,0,0,0,0
0.977715274822334,-1.40455908433395,0.1673843878434145,-0.4629524918522526,-0.8141594462854983,2.7535242593735747,-0.09911709515630175,0,0,1,0,0,0,-0.8050203961294534,-0.6610009530806015,-0.7269482433104769,-0.6868380244913473,-0.6556415830481214,-0.6584587113463907,-0.5682962963104898,-0.6816283626435691,-1.1749896903411097,-1.1277160422049288,-0.12473516628495372,0,0,0,1,0,0,0,0,1,0
0.14431883115612504,1.495127904782547,0.6190980595012002,-0.03176376777463233,1.0455521310192715,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.18034266168962793,-0.4562815665773145,-0.036450419787194405,-0.5773736522235526,-0.4614805092305007,0.39342026663208274,0.1105310227686458,2.414232549549199,0.05002291621764506,0.6960910383070171,0.7010539176286554,1,0,0,0,0,1,0,0,0,0
-1.355794767443051,1.495127904782547,0.5843508539890628,0.4716807381397165,1.0455521310192715,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,2.176931807894619,-0.6610009530806015,-0.12497578177735884,0.5355141324990272,0.2666235175855768,2.0764266313976405,0.1105310227686458,-0.1656515439447743,1.8875418260557772,-0.03343179389776121,1.11394845958546,0,0,0,1,0,1,0,0,0,0
-0.18903974631035853,-1.40455908433395,1.2098005532075353,-0.5497141692849911,1.0455521310192715,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.781447651433611,-0.5330513365160471,-0.6207178089222797,-0.5591295901789202,-0.5100207776849058,-0.21858204782812,-0.5682962963104898,0.8663020934528153,-0.868736538701421,-0.3981932100001504,-0.12473516628495372,1,0,0,0,0,0,0,0,1,0
-1.1057758343431883,1.495127904782547,-0.9792733940571186,4.2427443997137395,-0.8141594462854983,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.7460885343898472,-0.25156218007402753,6.4347535416938255,-0.3766889697325956,-0.5828311803665136,-0.7732091453076787,8.595872511257841,6.542047099139557,-1.4812428419807984,-1.492477458307318,-2.1892078760689766,0,0,0,1,0,1,0,0,0,0
1.8111117184885428,-1.40455908433395,-0.45806531137505807,0.5359993318201377,-0.8141594462854983,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.18918244095056885,0.6440851358778529,0.45043907115870996,1.1558122420165309,-0.6556415830481214,0.010918820094456038,0.1105310227686458,-0.6816283626435691,-0.25623023542204365,-1.1277160422049288,-1.776313334112172,0,1,0,0,0,0,0,0,1,0
-0.7724172568767048,-1.40455908433395,0.13263718233127714,-0.9324977754438505,2.9052637083240413,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.8521658855211384,-0.5842311831418688,-0.7003906347134277,-0.48615334200039034,-0.4614805092305007,-0.7349590006539161,-0.5682962963104898,0.3503252747540205,-0.5624833870617323,-0.7629546261025396,-0.5376297082417583,1,0,0,0,0,1,0,0,0,0
0.06097918678950415,0.04528441022429857,-1.6742175042998657,0.3527793135912904,-0.8141594462854983,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,0.20566103270479255,-0.6610009530806015,0.09191135509854402,1.082835993838001,3.518821504030723,2.4398030056083857,0.7893583418477814,-0.1656515439447743,1.8875418260557772,0.33132962220462797,-0.9505242501985629,1,0,0,0,0,1,0,0,0,0
0.4776774086226086,-1.40455908433395,-0.7012957499600196,-1.8872672216944317,1.0455521310192715,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.8934181887388627,-0.6610009530806015,-0.7402270476090016,-0.6685939624467149,-0.6313714488209188,-0.8305843622883227,-0.9077099558500576,6.542047099139557,-1.787495993620487,-1.492477458307318,5.65578842111031,0,0,0,1,0,1,0,0,0,0
-1.1057758343431883,-1.40455908433395,-1.4309870657149042,-1.2843146179583977,1.0455521310192715,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,1,-0.8610056647820793,-0.6610009530806015,-0.6428491494198207,-0.63210583835745,-0.6071013145937162,-0.6584587113463907,-0.5682962963104898,0.3503252747540205,-1.1749896903411097,-0.03343179389776121,0.7010539176286554,1,0,0,0,0,0,0,0,1,0
1.3944134966554385,1.495127904782547,1.557272608328909,0.0550761085561978,-0.8141594462854983,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.13319717229794298,-0.5330513365160471,0.28666715147690575,0.5720022565882922,0.33943392026718455,0.7376715685159467,0.7893583418477814,0.8663020934528153,0.6625292194970225,0.33132962220462797,-0.12473516628495372,1,0,0,0,0,0,0,1,0,0
1.727772074121922,0.04528441022429857,-1.3614926546906294,-0.2624505171451401,-0.8141594462854983,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.48089515656161946,-0.6354110297676906,-0.5985864684247385,-0.6503499004020824,-0.6313714488209188,-0.8305843622883227,-0.5682962963104898,-0.6816283626435691,-0.5624833870617323,-0.03343179389776121,0.28815937567185085,0,0,0,1,0,1,0,0,0,0
-0.605737968143463,0.04528441022429857,-1.3614926546906294,0.6993959293827398,-0.8141594462854983,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,0.6594363680997601,1.590912298455555,-0.0010402749911286309,0.5720022565882922,0.41224432294879226,1.6939251848600136,0.1105310227686458,0.3503252747540205,2.193794977695466,1.0608524544094065,-0.12473516628495372,0,0,0,1,1,0,0,0,0,0
-1.5224740561762928,-1.40455908433395,-1.0835150105935305,1.1366059686134207,-0.8141594462854983,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.4278564809959739,-0.07243271688365144,1.132084358482976,-0.19424834928627102,0.9219171417200466,0.6037960622277774,2.4864266395456203,-0.6816283626435691,2.193794977695466,-0.3981932100001504,-1.776313334112172,1,0,0,0,1,0,0,0,0,0
0.8943756304557131,-1.40455908433395,-1.3962398602027668,-0.27883318629535075,1.0455521310192715,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.8845784094779218,-0.6098211064547797,-0.7225219752109687,-0.63210583835745,-0.6556415830481214,-0.79233421763456,-0.9077099558500576,-0.6816283626435691,-1.1749896903411097,-1.1277160422049288,0.7010539176286554,1,0,0,0,0,0,0,1,0,0
0.8110359860890922,1.495127904782547,-0.006351639717272323,0.35027694885235605,-0.8141594462854983,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,0.2174474050527138,2.8704084641010983,-0.45694588924047547,0.40780569818660006,-0.024618093140854204,0.2786698326707947,-0.228882636770922,1.8982557308504049,1.8875418260557772,0.33132962220462797,-0.12473516628495372,1,0,0,0,1,0,0,0,0,0
-0.3557190350436003,-1.40455908433395,1.6962614303774586,4.103550361110518,-0.8141594462854983,0.9124996518567683,-0.09911709515630175,0,0,0,0,0,0,-0.8492192924341581,-0.6098211064547797,6.257702817713496,-0.6685939624467149,-0.6071013145937162,-0.8305843622883227,6.5593905540204345,6.542047099139557,-1.787495993620487,-1.492477458307318,-2.1892078760689766,0,0,0,1,0,1,0,0,0,0
-0.10570010194373763,0.04528441022429857,0.5843508539890628,-1.098123041602066,1.0455521310192715,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.8875250025649021,-0.6098211064547797,-0.709243170912444,-0.63210583835745,-0.6071013145937162,-0.79233421763456,-0.9077099558500576,-0.6816283626435691,-0.868736538701421,-1.1277160422049288,0.28815937567185085,1,0,0,0,0,0,0,1,0,0
-1.355794767443051,0.04528441022429857,0.48010923745265077,-1.2817340543213718,2.9052637083240413,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,0,-0.8816318163909415,-0.6610009530806015,-0.7136694390119523,-0.63210583835745,-0.558561046139311,-0.7158339283270346,-0.9077099558500576,-0.1656515439447743,-0.868736538701421,-1.1277160422049288,0.7010539176286554,0,1,0,0,0,1,0,0,0,0
1.061054919188955,-1.40455908433395,-1.6394702987877283,1.4888138056184266,-0.8141594462854983,-0.9285249556600381,-0.09911709515630175,0,0,0,0,0,1,-0.047745972775514026,0.6440851358778529,3.5975156899090557,3.399831873506323,-0.09742849582246195,-0.5245832050582213,1.1287720013873492,-0.6816283626435691,0.05002291621764506,-0.03343179389776121,-1.776313334112172,1,0,0,0,0,1,0,0,0,0
-0.2723793906769794,0.04528441022429857,1.3140421697439475,0.2883434215637316,1.0455521310192715,0.9124996518567683,-0.09911709515630175,0,0,0,1,0,0,0.9275763390149683,0.6952649825036746,0.043222406003953585,-0.2672245974648009,-0.24304930118567744,1.6939251848600136,-0.228882636770922,2.414232549549199,0.6625292194970225,-0.3981932100001504,1.11394845958546,1,0,0,0,0,1,0,0,0,0
-0.2723793906769794,0.04528441022429857,1.6962614303774586,1.2752135154809547,-0.8141594462854983,-0.9285249556600381,-0.09911709515630175,0,1,0,1,1,0,2.0296021535456035,-0.2771521033869384,1.087821677487894,1.119324117927266,0.07246244376795613,0.6037960622277774,1.1287720013873492,-0.6816283626435691,1.8875418260557772,0.33132962220462797,-1.3634187921553673,1,0,0,0,0,0,0,0,1,0
